"1980-05-02 - Hampton Coliseum, Hampton, VA (AUD)",3.4210526315789473
"1988-03-26 - Hampton Coliseum, Hampton, VA (SB)",3.2727272727272725
"1988-03-28 - Hampton Coliseum, Hampton, VA (SB)",3.15
"1987-03-23 - Hampton Coliseum, Hampton, VA (AUD)",3.0869565217391304
"1987-03-24 - Hampton Coliseum, Hampton, VA (AUD)",3.15
"1992-03-06 - Hampton Coliseum, Hampton, VA (AUD)",3.1176470588235294
Dylan & The Dead,3.0
"1990-07-23 - World Music Theater, Tinly Park, IL (AUD)",3.1904761904761907
"1979-02-17 - Oakland-Alameda County Coliseum, Oakland, CA (AUD)",3.153846153846154
Download Series Vol. 10,3.5806451612903225
"1995-07-08 - Soldier Field, Chicago, IL (SB)",3.0
"1995-07-09 - Soldier Field, Chicago, IL (SB)",3.0
Dave's Picks Vol. 9,3.4782608695652173
Rocking The Cradle: Egypt 1978,3.6111111111111116
Road Trips Volume 2 Number 3,3.3333333333333335
Dave's Picks Vol. 10,3.0
"1971.02.18 - Capitol Theater, Port Chester, New York (SB)",3.0
"1977-05-09 - Buffalo Memorial Auditorium, Buffalo, NY (SB)",3.476190476190476
"1977-05-07 - Boston Garden, Boston, MA (SB)",3.6315789473684212
"1981-05-01 - Hampton Coliseum, Hampton, VA (SB)",3.590909090909091
"1984-04-13 - Hampton Coliseum, Hampton, VA (SB)",3.0
"1992-03-05 - Hampton Coliseum, Hampton, VA (SB)",3.055555555555556
